Q2,W,A1,dA1(stat),dA1(sys),g1,dg1(stat),dg1(sys),g1/F1,dg1/F1(stat),dg1/F1(sys)
0.11959,2.6201,-0.33058,0.13997,0.02283,-0.78441,0.33108,0.05423,-0.32865,0.1384,0.02257
0.1197,2.6545,-0.05427,0.18703,2.8538,-0.1347,0.44818,6.918,-0.05543,0.18505,2.8249
0.14351,1.1406,0.21275,0.48361,0.16813,0.04625,0.07658,0.03039,0.14205,0.19223,0.0854
0.14347,1.1806,-0.50078,0.16984,0.15983,-0.21935,0.09957,0.0658,-0.22234,0.07936,0.04959
0.1434,1.2201,-0.43305,0.10922,0.15434,-0.42355,0.10559,0.08658,-0.22974,0.05765,0.05368
0.14338,1.2596,-0.35687,0.11963,0.12677,-0.26596,0.09873,0.0739,-0.19077,0.07012,0.04869
0.14348,1.2995,-0.17848,0.14289,0.08617,-0.06133,0.08924,0.04739,-0.07245,0.09158,0.04563
0.14366,1.3397,0.04424,0.15286,0.04646,0.07502,0.08148,0.04117,0.10326,0.10524,0.05311
0.1436,1.3798,-0.11677,0.14988,0.02378,0.00147,0.07688,0.03741,0.00174,0.1093,0.05101
0.14349,1.4198,-0.1489,0.14184,0.02472,-0.01307,0.07687,0.02787,-0.02082,0.10838,0.03883
0.14348,1.4598,-0.06838,0.13253,0.03631,0.02473,0.08409,0.02397,0.02266,0.10524,0.03002
0.14359,1.4998,0.08136,0.11835,0.04376,0.10924,0.0891,0.02299,0.11917,0.09691,0.02571
0.14401,1.54,0.12333,0.11628,0.04124,0.1383,0.08813,0.01864,0.15336,0.09774,0.02031
0.14404,1.5801,0.01908,0.11137,0.03462,0.06287,0.08486,0.01423,0.07109,0.0957,0.01582
0.14381,1.6199,-0.03063,0.10719,0.02934,0.01621,0.08228,0.01385,0.01856,0.09385,0.01568
0.14376,1.6598,-0.29932,0.10226,0.02468,-0.22098,0.08373,0.01549,-0.24168,0.09097,0.0167
0.14371,1.6997,-0.20444,0.09287,0.02586,-0.1759,0.08797,0.02297,-0.16991,0.08373,0.02211
0.14361,1.7393,0.05562,0.10097,0.02768,0.05681,0.09965,0.02818,0.05253,0.09207,0.0261
0.14296,1.7772,-0.20032,0.12617,0.02048,-0.1935,0.1288,0.02512,-0.17366,0.11621,0.02287
0.14327,1.8201,-0.01377,0.13408,0.01594,-0.0059,0.14481,0.02536,-0.00225,0.1246,0.02159
0.14302,1.8598,-0.39552,0.13393,0.02133,-0.44271,0.15328,0.03048,-0.36283,0.12539,0.02484
0.143,1.8999,-0.28896,0.14086,0.02666,-0.34756,0.17037,0.03629,-0.27004,0.13274,0.02793
0.14296,1.9398,-0.52018,0.15412,0.03085,-0.66191,0.19591,0.04134,-0.49479,0.14607,0.03058
0.143,1.9799,0.07777,0.15239,0.02682,0.0978,0.2027,0.03621,0.06882,0.14516,0.0262
0.1433,2.0202,-0.02328,0.11809,0.01845,-0.03865,0.16402,0.02634,-0.02866,0.11298,0.0183
0.14155,2.0442,-0.18385,0.27776,0.2022,-0.27096,0.39597,0.30502,-0.18255,0.26653,0.19479
0.1502,2.2232,-0.52931,0.5426,0.20258,-0.89477,0.91708,0.33182,-0.51806,0.5269,0.19623
0.14886,2.2617,0.20977,0.36556,0.04505,0.35709,0.63965,0.07814,0.20006,0.35586,0.04385
0.14739,2.3016,-0.43655,0.28716,0.03854,-0.79189,0.52005,0.06923,-0.42947,0.28018,0.03763
0.14659,2.3424,0.08609,0.20019,0.03158,0.15778,0.37494,0.059,0.08084,0.19571,0.03092
0.14483,2.3806,-0.33821,0.15774,0.02608,-0.65859,0.30458,0.05084,-0.33441,0.1545,0.02558
0.14429,2.4207,0.01354,0.14382,0.02099,0.01563,0.28623,0.04161,0.01021,0.14109,0.02064
0.14331,2.4597,0.0553,0.13747,0.01659,0.10926,0.28136,0.03403,0.05164,0.13506,0.0164
0.14352,2.5008,0.01446,0.13644,0.01726,0.02203,0.28657,0.03635,0.01161,0.13421,0.01708
0.1431,2.5404,0.06708,0.12737,0.01995,0.13879,0.2732,0.043,0.06368,0.12544,0.01974
0.14294,2.5798,0.07829,0.13134,0.02049,0.16541,0.28666,0.04485,0.07492,0.12947,0.02027
0.14315,2.6201,-0.21166,0.13742,0.01748,-0.47256,0.30446,0.0393,-0.21094,0.1356,0.01729
0.14271,2.6524,-0.2353,0.18355,0.48171,-0.53115,0.41103,1.0885,-0.23437,0.18125,0.47604
0.14837,2.9429,0.33479,0.53748,0.14223,0.85904,1.3477,0.35615,0.33091,0.53304,0.14107
0.14722,2.9836,0.50139,0.36391,0.12408,1.2841,0.9357,0.31361,0.49626,0.36111,0.1231
0.17151,1.1405,-0.06155,0.3814,0.29803,-0.00825,0.05584,0.02857,0.02473,0.14411,0.11068
0.17145,1.1805,-0.57267,0.13489,0.16254,-0.28089,0.07308,0.06169,-0.25,0.05983,0.04627
0.17139,1.2201,-0.4034,0.08746,0.1576,-0.36594,0.07822,0.08091,-0.20537,0.04387,0.05153
0.1712,1.2596,-0.38975,0.09632,0.12972,-0.25833,0.07364,0.06908,-0.2045,0.0538,0.04703
0.17112,1.2995,-0.08085,0.11656,0.08893,0.00196,0.06761,0.04407,-0.00787,0.07144,0.04327
0.17109,1.3396,-0.13706,0.12686,0.04916,-0.01001,0.06289,0.03836,-0.01863,0.08388,0.05109
0.17112,1.3797,-0.00647,0.12607,0.02941,0.06195,0.06022,0.03763,0.09031,0.08863,0.05341
0.17118,1.4198,-0.14429,0.12142,0.03507,-0.00595,0.06134,0.0321,-0.00656,0.08974,0.04606
0.17133,1.46,0.046,0.11058,0.04752,0.08785,0.06559,0.02912,0.11948,0.08523,0.03801
0.17138,1.5001,0.00726,0.09575,0.0531,0.05675,0.06729,0.02621,0.0643,0.07634,0.03093
0.17125,1.5399,-0.12288,0.09279,0.04771,-0.03977,0.06574,0.01923,-0.0465,0.07616,0.02208
0.17105,1.5798,-0.05795,0.09242,0.04001,0.01025,0.06585,0.01484,0.01306,0.07774,0.01752
0.17098,1.6198,-0.10275,0.09379,0.03397,-0.03093,0.06731,0.01448,-0.03687,0.08055,0.01718
0.171,1.6599,-0.2426,0.08922,0.02638,-0.16045,0.06845,0.01378,-0.18407,0.07801,0.01525
0.17112,1.6998,-0.25475,0.08088,0.02745,-0.21147,0.07181,0.02232,-0.20961,0.07178,0.02222
0.17122,1.7392,-0.04726,0.08693,0.0304,-0.03993,0.08012,0.02835,-0.03904,0.07814,0.0277
0.17051,1.7783,0.01097,0.12971,0.02335,0.02563,0.12342,0.02585,0.02287,0.11794,0.02467
0.17056,1.8197,-0.30295,0.13656,0.02207,-0.28749,0.13711,0.02881,-0.26612,0.12542,0.02582
0.17077,1.8598,-0.49294,0.14126,0.02629,-0.51459,0.15027,0.0329,-0.44867,0.13084,0.02863
0.17079,1.8999,-0.22606,0.14704,0.02004,-0.25213,0.16533,0.02644,-0.20859,0.13721,0.02233
0.17089,1.9399,-0.04784,0.1201,0.01474,-0.06154,0.1422,0.02098,-0.04765,0.11282,0.01649
0.1715,1.9803,-0.20733,0.11624,0.0186,-0.26454,0.14423,0.02478,-0.20206,0.10981,0.01854
0.17162,2.0202,-0.31926,0.11403,0.01873,-0.42504,0.14779,0.02554,-0.31062,0.10827,0.01841
0.17701,2.0594,-0.13761,0.4428,0.02401,-0.19691,0.59484,0.03427,-0.13814,0.42169,0.02352
0.17764,2.1016,-0.39378,0.44604,0.03233,-0.56066,0.62856,0.04677,-0.38273,0.4267,0.03133
0.1773,2.1424,-0.31689,0.30671,0.0348,-0.4793,0.45022,0.05173,-0.31042,0.29454,0.03366
0.17499,2.1812,0.20646,0.22426,0.03341,0.3011,0.342,0.05115,0.19336,0.21615,0.0324
0.17292,2.2202,-0.27522,0.19443,0.02794,-0.44223,0.30766,0.04408,-0.27097,0.18801,0.02717
0.17299,2.2607,0.06826,0.17848,0.02103,0.10389,0.2929,0.03509,0.06162,0.17305,0.02059
0.17277,2.301,-0.21505,0.14882,0.01702,-0.37698,0.25286,0.02984,-0.21339,0.14464,0.01678
0.17128,2.34,-0.00277,0.13404,0.0224,-0.00787,0.23528,0.04068,-0.00644,0.13058,0.02201
0.1713,2.3801,0.20014,0.13002,0.03154,0.35613,0.23554,0.05802,0.19173,0.1269,0.03089
0.17041,2.4194,-0.34139,0.13017,0.02928,-0.64339,0.24291,0.05493,-0.33718,0.12728,0.02866
0.17089,2.4603,-0.12883,0.13651,0.01839,-0.25508,0.26224,0.03606,-0.12934,0.13369,0.01808
0.17121,2.5006,-0.23111,0.12666,0.01426,-0.4594,0.24944,0.02924,-0.22955,0.12422,0.01411
0.17099,2.5401,0.00114,0.12129,0.01316,-0.00119,0.24368,0.02709,-0.00156,0.11911,0.01305
0.17086,2.5802,-0.10691,0.12723,0.00836,-0.22298,0.25981,0.018,-0.1077,0.1251,0.00842
0.17041,2.6198,-0.071,0.13458,0.00975,-0.15084,0.27836,0.02154,-0.0723,0.13248,0.00974
0.16977,2.6495,-0.23806,0.20355,0.59029,-0.50125,0.42453,1.2383,-0.23689,0.20054,0.58207
0.17795,2.8232,0.36212,0.6433,0.18892,0.7856,1.4002,0.40556,0.35599,0.63575,0.18666
0.17653,2.8629,-0.39354,0.41884,0.09127,-0.87128,0.92532,0.19894,-0.391,0.41425,0.09025
0.175,2.9024,-0.19652,0.27061,0.06088,-0.44004,0.60875,0.13579,-0.19611,0.26784,0.06026
0.17353,2.9412,-0.03824,0.22052,0.04348,-0.09387,0.50644,0.09894,-0.03949,0.2184,0.04307
0.17255,2.9809,-0.18742,0.18667,0.02582,-0.4482,0.43907,0.06065,-0.18726,0.18498,0.02558
0.20383,1.1404,-0.54038,0.34132,0.16886,-0.03115,0.04573,0.02609,-0.1418,0.12351,0.07919
0.20374,1.1804,-0.38819,0.12134,0.16631,-0.19726,0.05983,0.05673,-0.16685,0.05138,0.04453
0.20373,1.22,-0.391,0.07954,0.15853,-0.32944,0.06481,0.07452,-0.19213,0.03806,0.04939
0.2038,1.2596,-0.21336,0.0891,0.13087,-0.12075,0.06215,0.06353,-0.10146,0.04753,0.04519
0.20402,1.2995,-0.11219,0.10859,0.09055,-0.01403,0.0575,0.04003,-0.02475,0.0637,0.0407
0.20414,1.3397,-0.20996,0.11922,0.05216,-0.03843,0.05409,0.03464,-0.05708,0.07567,0.04839
0.20427,1.3798,0.02037,0.11717,0.03695,0.0756,0.05136,0.03612,0.11785,0.07932,0.0541
0.20438,1.42,-0.22991,0.10957,0.04523,-0.03283,0.05092,0.03334,-0.05127,0.07824,0.05025
0.20413,1.46,-0.19525,0.09836,0.05664,-0.03353,0.05377,0.03022,-0.05022,0.07349,0.04186
0.20377,1.4998,-0.04474,0.08692,0.06114,0.02575,0.05626,0.02597,0.03073,0.06736,0.03252
0.20377,1.5398,-0.19194,0.08808,0.05563,-0.07617,0.05754,0.01903,-0.09328,0.07046,0.02306
0.20419,1.5798,-0.01807,0.0892,0.04766,0.04173,0.05861,0.01552,0.05169,0.07328,0.01935
0.20432,1.62,-0.17233,0.08913,0.04045,-0.06868,0.05901,0.01451,-0.0871,0.07492,0.01818
0.20422,1.6599,-0.11103,0.08479,0.03164,-0.05078,0.06016,0.01326,-0.06282,0.07272,0.01553
0.204,1.6996,-0.12732,0.07656,0.03098,-0.08603,0.06296,0.02175,-0.09058,0.06677,0.02305
0.20344,1.7379,-0.12429,0.0879,0.03287,-0.10068,0.07471,0.02752,-0.10484,0.07773,0.02868
0.20421,1.7799,-0.01288,0.14389,0.02445,0.0013,0.12599,0.02412,0.00213,0.12895,0.02466
0.20549,1.8204,-0.29296,0.13579,0.01291,-0.25843,0.12524,0.01985,-0.25359,0.12302,0.01941
0.20688,1.8606,-0.12098,0.1268,0.01065,-0.10837,0.12367,0.01939,-0.10228,0.11592,0.01805
0.20755,1.9005,-0.27626,0.12143,0.0126,-0.28344,0.12526,0.01954,-0.25241,0.11195,0.01726
0.20721,1.9404,-0.05915,0.11334,0.0181,-0.06733,0.12322,0.02307,-0.058,0.1053,0.01922
0.2063,1.9802,-0.37045,0.10966,0.02152,-0.43335,0.12516,0.02622,-0.35385,0.10258,0.02102
0.20556,2.0188,-0.18308,0.11792,0.01861,-0.23098,0.14048,0.0233,-0.1807,0.11095,0.0182
0.20803,2.0609,-0.13098,0.2232,0.0133,-0.17226,0.27888,0.01862,-0.13124,0.2111,0.0139
0.20693,2.1007,-0.04202,0.18651,0.01246,-0.06545,0.24318,0.01854,-0.04693,0.17728,0.01317
0.20494,2.14,-0.18402,0.1689,0.01256,-0.25876,0.22941,0.01894,-0.18206,0.16127,0.01293
0.20434,2.1799,-0.05053,0.16484,0.01253,-0.07818,0.23296,0.01929,-0.05422,0.158,0.01278
0.2055,2.2205,0.00156,0.15253,0.01237,-0.00671,0.22402,0.01929,-0.00402,0.14667,0.01254
0.20462,2.2602,-0.07968,0.13713,0.01126,-0.12929,0.20886,0.01863,-0.08194,0.13228,0.01146
0.20373,2.2998,-0.19582,0.1341,0.01179,-0.31726,0.21145,0.02049,-0.1942,0.12973,0.01188
0.20385,2.3399,-0.18787,0.1327,0.01219,-0.31092,0.21635,0.02124,-0.18648,0.12869,0.01216
0.20349,2.3794,-0.02537,0.17919,0.01027,-0.05087,0.29961,0.01836,-0.02886,0.17409,0.01035
0.20445,2.4202,-0.13239,0.15668,0.01182,-0.23453,0.27266,0.02219,-0.13267,0.15262,0.01179
0.20444,2.4605,-0.25247,0.12755,0.01618,-0.45644,0.22766,0.03055,-0.2499,0.12445,0.01593
0.20416,2.5003,-0.23459,0.11835,0.01546,-0.43561,0.21644,0.02961,-0.23266,0.11567,0.01524
0.20354,2.5395,-0.14632,0.12319,0.01221,-0.27808,0.22969,0.02432,-0.14637,0.1206,0.01213
0.20324,2.5795,-0.23984,0.13239,0.01547,-0.45969,0.25067,0.03045,-0.23812,0.12979,0.01532
0.2043,2.6208,0.02692,0.13755,0.01912,0.04623,0.26354,0.03715,0.02359,0.13501,0.0189
0.20279,2.6472,-0.21031,0.24428,0.04738,-0.413,0.4711,0.092,-0.20958,0.24,0.04663
0.21213,2.7022,0.20038,0.71101,0.09332,0.38346,1.3844,0.18174,0.19429,0.69914,0.09182
0.21208,2.7435,-0.69969,0.43374,0.11195,-1.3772,0.85081,0.21861,-0.69124,0.42696,0.1102
0.20942,2.7816,0.11279,0.29017,0.08736,0.21812,0.57377,0.1713,0.10877,0.28595,0.08605
0.2073,2.8211,0.10951,0.24652,0.05797,0.21376,0.49249,0.11531,0.10576,0.24317,0.0572
0.20708,2.8617,0.17247,0.19323,0.05675,0.3449,0.39132,0.11438,0.16814,0.19077,0.05603
0.20536,2.9005,-0.30869,0.16792,0.05236,-0.64018,0.34571,0.10718,-0.30702,0.16592,0.05174
0.20477,2.9405,-0.27733,0.15747,0.04542,-0.58621,0.33091,0.09523,-0.27609,0.15571,0.04492
0.20457,2.9808,-0.28976,0.15241,0.03673,-0.62839,0.32793,0.07831,-0.28847,0.15079,0.03634
0.24339,1.1404,-0.04332,0.32815,0.25836,0.03775,0.03975,0.02432,0.03511,0.11446,0.09764
0.2435,1.1805,-0.31081,0.11538,0.16507,-0.14372,0.05124,0.05203,-0.13192,0.04687,0.04323
0.24353,1.2201,-0.24426,0.07505,0.15714,-0.1908,0.05491,0.06816,-0.11954,0.03437,0.04823
0.24354,1.2597,-0.32411,0.08389,0.13079,-0.18652,0.05249,0.05828,-0.15369,0.04283,0.04454
0.24357,1.2996,-0.49386,0.10135,0.09077,-0.19686,0.04826,0.03659,-0.23648,0.05698,0.03933
0.24349,1.3397,-0.10785,0.11102,0.05111,0.01084,0.04555,0.03033,0.01184,0.06766,0.04475
0.24341,1.3798,0.05976,0.11064,0.03952,0.08988,0.04403,0.03246,0.1467,0.07213,0.05161
0.24345,1.4198,-0.16267,0.10524,0.05223,0.00391,0.04451,0.03188,0.00741,0.07255,0.05076
0.24362,1.4599,-0.22535,0.09548,0.06414,-0.04303,0.0476,0.02937,-0.0598,0.06904,0.04329
0.24369,1.4999,-0.0582,0.08437,0.0691,0.02188,0.04976,0.02507,0.02893,0.06343,0.03357
0.24372,1.54,0.11124,0.08429,0.06464,0.11644,0.05026,0.01953,0.1521,0.06557,0.02537
0.24405,1.5799,-0.1624,0.08441,0.05632,-0.04252,0.05066,0.01682,-0.05723,0.0676,0.02241
0.24437,1.62,-0.08726,0.0854,0.048,-0.00499,0.05172,0.01533,-0.00672,0.07012,0.02054
0.24485,1.6599,-0.15375,0.08335,0.03836,-0.07438,0.05422,0.01405,-0.09234,0.06994,0.01752
0.24536,1.6999,-0.12792,0.07952,0.03734,-0.07455,0.06,0.02302,-0.08439,0.06795,0.02602
0.24588,1.7379,-0.00854,0.09999,0.04097,0.0012,0.07776,0.0303,0.00141,0.08674,0.0338
0.24744,1.7805,0.15908,0.12435,0.03272,0.14373,0.09927,0.02666,0.15656,0.10951,0.02945
0.24657,1.8203,-0.11494,0.11718,0.01652,-0.08649,0.09837,0.01871,-0.09071,0.10453,0.01989
0.24577,1.8602,-0.25417,0.11073,0.00811,-0.21578,0.09843,0.01638,-0.22045,0.0999,0.01632
0.24484,1.8999,-0.08068,0.10562,0.01305,-0.0745,0.09938,0.01889,-0.0711,0.09625,0.0175
0.24511,1.9401,-0.44438,0.10036,0.01862,-0.44607,0.09965,0.02195,-0.41206,0.09223,0.01947
0.24563,1.9803,-0.09386,0.09423,0.01817,-0.11192,0.09843,0.02033,-0.09527,0.08725,0.01774
0.24441,2.0184,-0.08775,0.11082,0.01569,-0.10607,0.12073,0.01825,-0.0906,0.10323,0.01546
0.24352,2.0598,-0.00743,0.17024,0.02127,-0.02329,0.19539,0.02637,-0.01548,0.15971,0.02103
0.24335,2.0997,-0.3544,0.16854,0.02715,-0.43584,0.2022,0.03429,-0.34181,0.15896,0.02644
0.24438,2.1402,-0.29703,0.16119,0.02809,-0.37963,0.20184,0.03658,-0.28827,0.15274,0.02719
0.24386,2.1802,-0.34302,0.14864,0.02693,-0.45481,0.1939,0.03635,-0.3328,0.14147,0.02608
0.24308,2.2198,-0.27148,0.14299,0.02825,-0.37308,0.19391,0.03931,-0.26517,0.13664,0.0274
0.24358,2.2599,0.17221,0.1821,0.04075,0.23336,0.25552,0.05842,0.15945,0.17456,0.03941
0.24385,2.3,0.33917,0.31648,0.04641,0.48695,0.46119,0.06743,0.32102,0.30439,0.04486
0.24314,2.3395,0.00314,0.36257,0.04388,-0.00299,0.54648,0.06631,-0.00186,0.34975,0.04254
0.24394,2.3801,0.38214,0.42401,0.04348,0.58703,0.65984,0.06779,0.36497,0.41005,0.04224
0.24384,2.4203,-0.16924,0.13045,0.03112,-0.2797,0.20951,0.04929,-0.16839,0.12647,0.03032
0.24362,2.4603,-0.20313,0.1217,0.01009,-0.34153,0.20112,0.01907,-0.20133,0.11824,0.0103
0.24292,2.4995,-0.11534,0.12324,0.00813,-0.2021,0.20881,0.01608,-0.11607,0.11998,0.00847
0.24378,2.5399,-0.12115,0.12948,0.00706,-0.21631,0.22421,0.01482,-0.12172,0.12627,0.0075
0.24475,2.5808,-0.18708,0.132,0.00801,-0.33593,0.23289,0.01657,-0.1861,0.12893,0.00831
0.24452,2.6203,-0.1502,0.1215,0.02849,-0.27567,0.21776,0.05234,-0.15017,0.11887,0.02804
0.24452,2.654,-0.01319,0.24002,0.04152,-0.03281,0.43558,0.0759,-0.01604,0.23509,0.04076
0.24917,2.7019,-0.19946,0.22856,0.03891,-0.372,0.42141,0.07186,-0.19843,0.22414,0.03821
0.24606,2.7405,-0.27208,0.18734,0.05767,-0.51495,0.3502,0.10864,-0.26998,0.18397,0.05672
0.24537,2.7805,0.32443,0.17907,0.07387,0.61226,0.33994,0.13959,0.3164,0.17605,0.07267
0.24545,2.8209,-0.26533,0.15528,0.06002,-0.51774,0.3,0.11452,-0.26359,0.15281,0.05907
0.244,2.8601,-0.32262,0.14455,0.04233,-0.63731,0.28479,0.08309,-0.32008,0.1424,0.04172
0.24394,2.9002,0.0123,0.14053,0.03545,0.0197,0.28315,0.07065,0.00993,0.13857,0.03498
0.24351,2.9402,-0.08597,0.14135,0.15477,-0.18013,0.29181,0.32695,-0.08686,0.13948,0.15284
0.29072,1.1404,-0.18258,0.30042,0.32654,-0.00563,0.03245,0.0218,-0.02637,0.10194,0.11133
0.29058,1.1805,-0.31437,0.1062,0.16165,-0.12126,0.04165,0.04749,-0.13095,0.04168,0.04285
0.29068,1.2201,-0.28915,0.07037,0.1541,-0.19947,0.0453,0.06235,-0.13675,0.03103,0.04819
0.29089,1.2598,-0.39176,0.07939,0.12737,-0.20858,0.04372,0.05272,-0.1819,0.03894,0.04318
0.29123,1.2997,-0.09023,0.09767,0.08443,-0.00302,0.04104,0.03095,-0.01072,0.05273,0.03473
0.29182,1.3398,-0.20491,0.10766,0.04502,-0.02414,0.0392,0.02389,-0.03973,0.06303,0.03862
0.29227,1.3799,-0.37111,0.10968,0.04214,-0.06775,0.03893,0.02694,-0.11961,0.06878,0.04669
0.2928,1.4201,-0.16435,0.10303,0.05951,0.01112,0.03901,0.02802,0.01906,0.06847,0.04812
0.2932,1.4602,-0.1448,0.09135,0.07269,0.00552,0.04085,0.02617,0.01008,0.0638,0.04165
0.29333,1.5002,-0.16891,0.07996,0.07792,-0.03316,0.04229,0.02177,-0.04584,0.05819,0.03156
0.29303,1.5402,0.13931,0.07966,0.07481,0.12407,0.04267,0.01753,0.17443,0.06014,0.02475
0.29269,1.58,-0.17396,0.08105,0.06802,-0.03883,0.04377,0.01605,-0.05609,0.06315,0.02317
0.29231,1.62,-0.05678,0.08378,0.06066,0.01806,0.04577,0.01517,0.02656,0.0671,0.02191
0.29165,1.6599,-0.04148,0.0841,0.05171,0.00796,0.04958,0.0153,0.00886,0.069,0.02045
0.29111,1.6997,-0.20876,0.08966,0.04796,-0.11896,0.06132,0.02315,-0.14456,0.07503,0.02825
0.29073,1.7392,-0.19016,0.10861,0.04544,-0.12299,0.07652,0.02736,-0.14862,0.09262,0.03291
0.29083,1.7799,-0.13474,0.10984,0.03161,-0.08212,0.07911,0.02098,-0.09938,0.09518,0.0249
0.29143,1.8201,-0.21023,0.10647,0.01756,-0.14927,0.08047,0.01638,-0.1727,0.09353,0.01796
0.29198,1.86,-0.47791,0.10177,0.01778,-0.37725,0.08138,0.0192,-0.41667,0.09049,0.0203
0.29168,1.9001,-0.29944,0.09524,0.01492,-0.2504,0.08067,0.01759,-0.26609,0.08561,0.01792
0.29078,1.94,-0.24714,0.08912,0.01375,-0.22476,0.07983,0.01595,-0.22803,0.0809,0.01519
0.29037,1.9798,-0.24431,0.08551,0.01813,-0.23976,0.08078,0.01875,-0.23183,0.0783,0.01737
0.28968,2.0179,-0.15988,0.12978,0.01894,-0.16881,0.12793,0.01987,-0.15672,0.1196,0.01811
0.29145,2.0601,-0.11736,0.17714,0.02008,-0.12702,0.18475,0.02353,-0.1168,0.1645,0.01998
0.29135,2.1001,-0.35968,0.17708,0.02503,-0.4057,0.1933,0.02985,-0.34431,0.16543,0.02463
0.29085,2.1399,0.04216,0.1826,0.02357,0.03832,0.20851,0.02823,0.0322,0.17156,0.02317
0.29081,2.1799,-0.06417,0.18644,0.02087,-0.08367,0.22207,0.02649,-0.06731,0.17603,0.02072
0.29096,2.22,0.0983,0.19272,0.02256,0.11764,0.23895,0.02926,0.08715,0.18276,0.0222
0.29042,2.2598,-0.04955,0.21664,0.02346,-0.07342,0.27852,0.03112,-0.05333,0.20625,0.023
0.29008,2.2996,0.11178,0.3217,0.02884,0.13862,0.42958,0.03916,0.101,0.30745,0.02806
0.29102,2.3401,0.14179,0.36849,0.03444,0.18806,0.50925,0.04808,0.13062,0.3533,0.03341
0.2908,2.3801,0.1743,0.23354,0.03532,0.24444,0.33634,0.05103,0.16289,0.22476,0.03432
0.29136,2.4203,0.05919,0.12776,0.03322,0.0824,0.18831,0.04948,0.05253,0.12321,0.03237
0.2917,2.4601,0.09702,0.12388,0.02979,0.1397,0.18791,0.04553,0.08935,0.11976,0.02909
0.29229,2.5002,-0.11486,0.12044,0.02874,-0.18587,0.18753,0.04536,-0.11547,0.11669,0.02811
0.29211,2.5401,-0.07319,0.11938,0.03032,-0.1236,0.19017,0.04883,-0.07504,0.11591,0.02966
0.29186,2.5805,-0.03577,0.11586,0.02949,-0.06535,0.1883,0.04832,-0.03859,0.11271,0.02888
0.29134,2.6191,-0.26791,0.13835,0.02918,-0.45167,0.2288,0.0488,-0.26479,0.13482,0.02861
0.29316,2.6606,0.00255,0.16747,0.02959,-0.0039,0.28219,0.05009,-0.00103,0.16347,0.02901
0.29085,2.6998,-0.06352,0.16075,0.0294,-0.11756,0.27547,0.05083,-0.06545,0.15716,0.02884
0.29251,2.7405,-0.21377,0.15649,0.03653,-0.37826,0.27303,0.06457,-0.2123,0.15319,0.03586
0.29176,2.7804,-0.0001,0.14096,0.03957,-0.00653,0.25071,0.07069,-0.00302,0.13818,0.03885
0.29059,2.8199,-0.12791,0.13822,0.02876,-0.23844,0.25104,0.05255,-0.12828,0.13566,0.02829
0.2906,2.86,-0.02289,0.14932,0.05428,-0.04927,0.27714,0.10333,-0.0251,0.1467,0.05343
0.29084,2.9,0.18438,0.22382,0.15827,0.35116,0.42671,0.30639,0.17901,0.22013,0.15579
0.34943,1.1404,-0.04147,0.28797,0.19358,0.0003,0.02752,0.01943,0.0144,0.09597,0.08425
0.34894,1.1805,-0.31164,0.1008,0.1563,-0.10871,0.0343,0.04211,-0.12984,0.0385,0.04248
0.34828,1.2202,-0.40861,0.06747,0.14695,-0.24536,0.03754,0.05444,-0.18817,0.0288,0.04689
0.34805,1.2599,-0.11179,0.07726,0.11874,-0.0469,0.03679,0.04462,-0.04688,0.03659,0.04036
0.34796,1.2998,-0.25981,0.09513,0.07544,-0.06905,0.03471,0.02458,-0.09764,0.04953,0.03055
0.34785,1.3398,-0.22802,0.10418,0.03996,-0.02696,0.03321,0.01777,-0.04802,0.05885,0.03147
0.34777,1.38,-0.10495,0.10529,0.04771,0.02678,0.03296,0.02031,0.05174,0.06375,0.03828
0.34755,1.42,0.0273,0.09936,0.07,0.07985,0.03334,0.02251,0.15171,0.06388,0.04184
0.34733,1.4601,-0.04867,0.08717,0.08441,0.04954,0.03463,0.02166,0.08436,0.05901,0.03753
0.34707,1.5,-0.13431,0.0775,0.08917,-0.00886,0.03643,0.01761,-0.01422,0.05475,0.02786
0.34705,1.5399,-0.05128,0.07998,0.08631,0.0233,0.03814,0.01426,0.03566,0.05871,0.02197
0.34701,1.5799,-0.07485,0.08399,0.08076,0.01768,0.04043,0.01387,0.02784,0.06374,0.02184
0.3466,1.6198,-0.19787,0.09016,0.0753,-0.04739,0.04402,0.01315,-0.07589,0.07044,0.0205
0.34662,1.6598,-0.09896,0.11173,0.06975,-0.01683,0.0591,0.01752,-0.03024,0.08956,0.02442
0.34648,1.6993,-0.1356,0.09647,0.06676,-0.0603,0.05993,0.02872,-0.07675,0.0791,0.03816
0.34768,1.74,-0.03093,0.11231,0.06081,-0.00594,0.07095,0.0322,-0.00806,0.09384,0.04252
0.34714,1.78,-0.08091,0.10942,0.04166,-0.03796,0.0704,0.02283,-0.05011,0.09304,0.02986
0.3468,1.8199,-0.25572,0.10438,0.01885,-0.16205,0.07039,0.01234,-0.2082,0.09013,0.01451
0.34666,1.8599,-0.34904,0.0982,0.01282,-0.24013,0.07006,0.01335,-0.29568,0.08595,0.01454
0.3469,1.8999,-0.3645,0.09308,0.01221,-0.27344,0.0704,0.01401,-0.31935,0.08244,0.0148
0.34766,1.94,-0.15334,0.08831,0.01529,-0.12629,0.07078,0.01524,-0.1409,0.07905,0.0155
0.34726,1.9794,-0.3708,0.08697,0.01886,-0.32103,0.07359,0.01788,-0.34295,0.07857,0.0175
