Q2,x,W,g1,dg1(stat),dg1(sys),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot)
1.2,0.2258,2.235,,,,,0.6108,0.3044,0.0704,0.3124,,,,
1.2,0.224,2.245,,,,,0.4642,0.3022,0.0544,0.3071,,,,
1.2,0.2221,2.255,,,,,-0.377,0.2975,0.0552,0.3026,,,,
1.2,0.2202,2.265,,,,,0.0073,0.2947,0.0747,0.304,,,,
1.2,0.2184,2.275,,,,,0.5808,0.2916,0.0798,0.3023,,,,
1.2,0.2166,2.285,,,,,0.2189,0.2873,0.0475,0.2912,,,,
1.2,0.2149,2.295,,,,,0.3976,0.2793,0.0531,0.2843,,,,
1.2,0.2131,2.305,,,,,-0.1615,0.2759,0.0225,0.2768,,,,
1.2,0.2114,2.315,,,,,0.1734,0.2736,0.0219,0.2745,,,,
1.2,0.2096,2.325,,,,,0.5864,0.2722,0.0646,0.2798,,,,
1.2,0.208,2.335,,,,,-0.1548,0.2692,0.023,0.2702,,,,
1.2,0.2063,2.345,,,,,-0.11,0.2678,0.0151,0.2682,,,,
1.2,0.2046,2.355,,,,,0.16,0.2659,0.0237,0.267,,,,
1.2,0.203,2.365,,,,,0.1325,0.2634,0.0206,0.2642,,,,
1.2,0.2014,2.375,,,,,0.2827,0.261,0.0334,0.2631,,,,
1.2,0.1998,2.385,,,,,-0.0195,0.259,0.011,0.2592,,,,
1.2,0.1982,2.395,,,,,0.0137,0.258,0.0113,0.2582,,,,
1.2,0.1966,2.405,,,,,-0.2639,0.2538,0.0369,0.2565,,,,
1.2,0.1951,2.415,,,,,-0.0096,0.2486,0.0216,0.2495,,,,
1.2,0.1936,2.425,,,,,-0.0869,0.244,0.0185,0.2447,,,,
1.2,0.1921,2.435,,,,,-0.2145,0.242,0.0241,0.2432,,,,
1.2,0.1906,2.445,,,,,0.1178,0.2388,0.0244,0.24,,,,
1.2,0.1891,2.455,,,,,0.5758,0.2388,0.0844,0.2533,,,,
1.2,0.1877,2.465,,,,,-0.2023,0.2356,0.0236,0.2368,,,,
1.2,0.1862,2.475,,,,,0.281,0.2368,0.041,0.2403,,,,
1.2,0.1848,2.485,,,,,-0.229,0.2363,0.0319,0.2384,,,,
1.2,0.1834,2.495,,,,,0.4227,0.2382,0.0514,0.2437,,,,
1.2,0.182,2.505,,,,,0.1631,0.2379,0.0259,0.2393,,,,
1.2,0.1806,2.515,,,,,0.3378,0.2386,0.0466,0.2431,,,,
1.2,0.1793,2.525,,,,,-0.0489,0.2382,0.0181,0.2389,,,,
1.2,0.1779,2.535,,,,,0.0813,0.2384,0.0185,0.2391,,,,
1.2,0.1766,2.545,,,,,0.2292,0.2366,0.0299,0.2385,,,,
1.2,0.1753,2.555,,,,,-0.0787,0.2354,0.0139,0.2358,,,,
1.2,0.174,2.565,,,,,0.1987,0.236,0.0295,0.2378,,,,
1.2,0.1727,2.575,,,,,-0.0273,0.2371,0.015,0.2376,,,,
1.2,0.1714,2.585,,,,,0.1669,0.2371,0.0215,0.2381,,,,
1.2,0.1702,2.595,,,,,-0.0338,0.2342,0.0308,0.2362,,,,
1.2,0.1689,2.605,,,,,0.1877,0.2354,0.0263,0.2369,,,,
1.2,0.1677,2.615,,,,,0.1714,0.2366,0.0351,0.2392,,,,
1.2,0.1665,2.625,,,,,0.2511,0.2375,0.0326,0.2397,,,,
1.2,0.1653,2.635,,,,,0.0895,0.237,0.0149,0.2375,,,,
1.2,0.1641,2.645,,,,,0.1273,0.2366,0.0212,0.2375,,,,
1.2,0.1629,2.655,,,,,-0.1735,0.2358,0.0236,0.237,,,,
1.2,0.1617,2.665,,,,,0.1683,0.2361,0.0276,0.2377,,,,
1.2,0.1606,2.675,,,,,0.1308,0.2345,0.0333,0.2369,,,,
1.2,0.1594,2.685,,,,,-0.0303,0.2326,0.012,0.2329,,,,
1.2,0.1583,2.695,,,,,0.0052,0.2304,0.0404,0.2339,,,,
1.44,0.8297,1.085,,,,,-2.7902,1.5338,2.2348,2.7105,,,,
1.44,0.8194,1.095,,,,,-0.3165,1.2293,0.2814,1.2611,,,,
1.44,0.8093,1.105,,,,,-1.6581,1.0428,0.359,1.1029,,,,
1.44,0.7993,1.115,,,,,-0.6773,0.9022,0.1567,0.9157,,,,
1.44,0.7895,1.125,,,,,-0.9051,0.8122,0.2031,0.8372,,,,
1.44,0.7799,1.135,,,,,-1.2756,0.7419,0.2205,0.774,,,,
1.44,0.7703,1.145,,,,,0.5215,0.681,0.0847,0.6862,,,,
1.44,0.761,1.155,,,,,0.6623,0.6342,0.1876,0.6614,,,,
1.44,0.7518,1.165,,,,,0.2505,0.5879,0.0978,0.596,,,,
1.44,0.7427,1.175,,,,,0.3481,0.5528,0.13,0.5679,,,,
1.44,0.7338,1.185,,,,,0.0712,0.5191,0.1043,0.5295,,,,
1.44,0.725,1.195,,,,,-0.0199,0.4924,0.0651,0.4967,,,,
1.44,0.7163,1.205,,,,,-0.2968,0.4727,0.0981,0.4828,,,,
1.44,0.7078,1.215,,,,,0.0632,0.4535,0.0323,0.4546,,,,
1.44,0.6994,1.225,,,,,-0.1106,0.4363,0.0805,0.4437,,,,
1.44,0.6911,1.235,,,,,-0.0671,0.4245,0.0656,0.4295,,,,
1.44,0.683,1.245,,,,,-0.5258,0.4186,0.081,0.4264,,,,
1.44,0.675,1.255,,,,,-0.3428,0.4156,0.0974,0.4269,,,,
1.44,0.6671,1.265,,,,,0.1485,0.411,0.0753,0.4178,,,,
1.44,0.6594,1.275,,,,,-0.1346,0.4107,0.0542,0.4143,,,,
1.44,0.6517,1.285,,,,,0.537,0.4113,0.1507,0.438,,,,
1.44,0.6442,1.295,,,,,-0.749,0.4129,0.0955,0.4238,,,,
1.44,0.6368,1.305,,,,,-0.8847,0.4176,0.0968,0.4287,,,,
1.44,0.6295,1.315,,,,,0.1211,0.4175,0.0657,0.4226,,,,
1.44,0.6223,1.325,,,,,0.9873,0.4148,0.1618,0.4452,,,,
1.44,0.6153,1.335,,,,,-0.0211,0.4173,0.0854,0.4259,,,,
1.44,0.6083,1.345,,,,,0.2649,0.4192,0.0481,0.422,,,,
1.44,0.6014,1.355,,,,,0.196,0.4132,0.0683,0.4188,,,,
1.44,0.5947,1.365,,,,,0.8816,0.4146,0.0998,0.4264,,,,
1.44,0.588,1.375,,,,,-0.2008,0.4151,0.0949,0.4258,,,,
1.44,0.5815,1.385,,,,,0.0532,0.4139,0.0361,0.4155,,,,
1.44,0.575,1.395,,,,,-0.4288,0.4086,0.0753,0.4155,,,,
1.44,0.5687,1.405,,,,,-0.0978,0.4049,0.0526,0.4083,,,,
1.44,0.5624,1.415,,,,,0.8146,0.3994,0.095,0.4105,,,,
1.44,0.5562,1.425,,,,,-0.0119,0.394,0.0656,0.3994,,,,
1.44,0.5501,1.435,,,,,0.4742,0.3867,0.1408,0.4115,,,,
1.44,0.5442,1.445,,,,,0.1032,0.3695,0.0681,0.3757,,,,
1.44,0.5383,1.455,,,,,1.0006,0.3639,0.1506,0.3938,,,,
1.44,0.5324,1.465,,,,,0.4379,0.3613,0.0511,0.3649,,,,
1.44,0.5267,1.475,,,,,0.4192,0.3674,0.0902,0.3783,,,,
1.44,0.5211,1.485,,,,,0.3246,0.3702,0.0644,0.3758,,,,
1.44,0.5155,1.495,,,,,0.2002,0.3622,0.0829,0.3716,,,,
1.44,0.51,1.505,,,,,0.3294,0.3375,0.0836,0.3477,,,,
1.44,0.5046,1.515,,,,,0.3823,0.3202,0.0695,0.3277,,,,
1.44,0.4993,1.525,,,,,0.8316,0.3095,0.0904,0.3224,,,,
1.44,0.4941,1.535,,,,,0.1897,0.3004,0.042,0.3033,,,,
1.44,0.4889,1.545,,,,,0.557,0.2938,0.0947,0.3087,,,,
1.44,0.4838,1.555,,,,,0.0389,0.2893,0.0419,0.2923,,,,
1.44,0.4788,1.565,,,,,0.1348,0.2871,0.0812,0.2984,,,,
1.44,0.4739,1.575,,,,,0.1169,0.2881,0.0392,0.2908,,,,
1.44,0.469,1.585,,,,,0.1114,0.2822,0.0399,0.285,,,,
1.44,0.4642,1.595,,,,,0.2132,0.2804,0.0507,0.2849,,,,
1.44,0.4594,1.605,,,,,0.0798,0.2761,0.0494,0.2805,,,,
1.44,0.4548,1.615,,,,,0.1435,0.2726,0.0321,0.2745,,,,
1.44,0.4502,1.625,,,,,-0.2356,0.2718,0.0425,0.2751,,,,
1.44,0.4456,1.635,,,,,-0.0561,0.2664,0.04,0.2694,,,,
1.44,0.4411,1.645,,,,,0.3094,0.2631,0.0544,0.2687,,,,
1.44,0.4367,1.655,,,,,0.9352,0.2631,0.1038,0.2828,,,,
1.44,0.4324,1.665,,,,,0.291,0.261,0.0533,0.2664,,,,
1.44,0.4281,1.675,,,,,0.562,0.2639,0.0691,0.2728,,,,
1.44,0.4238,1.685,,,,,-0.0294,0.2654,0.0593,0.2719,,,,
1.44,0.4197,1.695,,,,,0.7461,0.265,0.0887,0.2795,,,,
1.44,0.4155,1.705,,,,,0.1782,0.2606,0.0713,0.2702,,,,
1.44,0.4115,1.715,,,,,0.1275,0.2537,0.0315,0.2556,,,,
1.44,0.4075,1.725,,,,,0.1341,0.2476,0.0267,0.249,,,,
1.44,0.4035,1.735,,,,,0.5653,0.2429,0.0647,0.2514,,,,
1.44,0.3996,1.745,,,,,0.5078,0.238,0.062,0.2459,,,,
1.44,0.3958,1.755,,,,,1.0698,0.2355,0.1062,0.2583,,,,
1.44,0.392,1.765,,,,,0.2573,0.2379,0.0743,0.2492,,,,
1.44,0.3883,1.775,,,,,0.3677,0.2348,0.0597,0.2423,,,,
1.44,0.3846,1.785,,,,,0.3877,0.2328,0.0401,0.2362,,,,
1.44,0.3809,1.795,,,,,0.42,0.2317,0.078,0.2445,,,,
1.44,0.3773,1.805,,,,,0.348,0.2302,0.0648,0.2391,,,,
1.44,0.3738,1.815,,,,,0.4483,0.2309,0.0491,0.2361,,,,
1.44,0.3703,1.825,,,,,0.0472,0.2311,0.0306,0.2331,,,,
1.44,0.3668,1.835,,,,,0.3106,0.2272,0.0569,0.2342,,,,
1.44,0.3634,1.845,,,,,0.0294,0.2259,0.0437,0.2301,,,,
1.44,0.3601,1.855,,,,,-0.189,0.2236,0.0512,0.2294,,,,
1.44,0.3567,1.865,,,,,-0.0074,0.22,0.0254,0.2215,,,,
1.44,0.3535,1.875,,,,,0.1764,0.2195,0.0717,0.2309,,,,
1.44,0.3502,1.885,,,,,0.5115,0.2125,0.056,0.2198,,,,
1.44,0.347,1.895,,,,,0.0587,0.2098,0.0644,0.2195,,,,
1.44,0.3439,1.905,,,,,0.1567,0.2093,0.048,0.2147,,,,
1.44,0.3408,1.915,,,,,0.4303,0.2075,0.0667,0.218,,,,
1.44,0.3377,1.925,,,,,0.0733,0.2063,0.0184,0.2071,,,,
1.44,0.3347,1.935,,,,,0.1063,0.204,0.0358,0.2071,,,,
1.44,0.3317,1.945,,,,,-0.1225,0.2024,0.0194,0.2033,,,,
1.44,0.3287,1.955,,,,,0.2397,0.2029,0.046,0.208,,,,
1.44,0.3258,1.965,,,,,0.3342,0.2029,0.0733,0.2157,,,,
1.44,0.3229,1.975,,,,,-0.0936,0.1994,0.0527,0.2062,,,,
1.44,0.3201,1.985,,,,,-0.071,0.1998,0.0394,0.2036,,,,
1.44,0.3173,1.995,,,,,0.1985,0.1994,0.0445,0.2043,,,,
1.44,0.3145,2.005,,,,,0.0674,0.1964,0.0556,0.2041,,,,
1.44,0.3118,2.015,,,,,0.1666,0.1962,0.0328,0.1989,,,,
1.44,0.3091,2.025,,,,,-0.0936,0.195,0.0452,0.2002,,,,
1.44,0.3064,2.035,,,,,0.4438,0.1946,0.0571,0.2028,,,,
1.44,0.3038,2.045,,,,,0.1073,0.1944,0.0573,0.2027,,,,
1.44,0.3012,2.055,,,,,0.4391,0.1917,0.0424,0.1963,,,,
1.44,0.2986,2.065,,,,,-0.2951,0.1915,0.0419,0.196,,,,
1.44,0.2961,2.075,,,,,-0.1587,0.1926,0.0223,0.1939,,,,
1.44,0.2935,2.085,,,,,0.413,0.1915,0.0724,0.2047,,,,
1.44,0.2911,2.095,,,,,0.0555,0.1923,0.0244,0.1938,,,,
1.44,0.2886,2.105,,,,,0.3148,0.1909,0.0387,0.1948,,,,
1.44,0.2862,2.115,,,,,0.1629,0.1922,0.0475,0.198,,,,
1.44,0.2838,2.125,,,,,0.2647,0.1934,0.0445,0.1985,,,,
1.44,0.2814,2.135,,,,,-0.0459,0.1937,0.0541,0.2011,,,,
1.44,0.2791,2.145,,,,,0.2265,0.1936,0.0747,0.2075,,,,
1.44,0.2768,2.155,,,,,0.3094,0.1943,0.032,0.1969,,,,
1.44,0.2745,2.165,,,,,-0.0336,0.1946,0.0558,0.2024,,,,
1.44,0.2723,2.175,,,,,0.0839,0.1935,0.0403,0.1977,,,,
1.44,0.27,2.185,,,,,0.1254,0.1927,0.0386,0.1965,,,,
1.44,0.2678,2.195,,,,,0.2937,0.1914,0.036,0.1948,,,,
1.44,0.2657,2.205,,,,,0.4275,0.1889,0.0477,0.1948,,,,
1.44,0.2635,2.215,,,,,0.0747,0.1872,0.0418,0.1918,,,,
1.44,0.2614,2.225,,,,,0.1819,0.1857,0.0405,0.1901,,,,
1.44,0.2593,2.235,,,,,-0.022,0.1849,0.0316,0.1876,,,,
1.44,0.2572,2.245,,,,,0.1875,0.1824,0.0438,0.1876,,,,
1.44,0.2552,2.255,,,,,0.2606,0.179,0.039,0.1832,,,,
1.44,0.2531,2.265,,,,,0.1699,0.177,0.0376,0.1809,,,,
1.44,0.2511,2.275,,,,,-0.1319,0.1734,0.0284,0.1757,,,,
1.44,0.2492,2.285,,,,,0.4626,0.1706,0.044,0.1762,,,,
1.44,0.2472,2.295,,,,,0.1485,0.1689,0.026,0.1709,,,,
1.44,0.2453,2.305,,,,,0.3424,0.1671,0.0592,0.1773,,,,
1.44,0.2433,2.315,,,,,0.3959,0.1664,0.0537,0.1749,,,,
1.44,0.2415,2.325,,,,,0.2251,0.1655,0.0615,0.1766,,,,
1.44,0.2396,2.335,,,,,0.1018,0.1648,0.0237,0.1665,,,,
1.44,0.2377,2.345,,,,,-0.0588,0.1641,0.03,0.1668,,,,
1.44,0.2359,2.355,,,,,0.1931,0.1626,0.0349,0.1663,,,,
1.44,0.2341,2.365,,,,,0.0488,0.1607,0.0352,0.1645,,,,
1.44,0.2323,2.375,,,,,0.2133,0.1595,0.0523,0.1679,,,,
1.44,0.2305,2.385,,,,,0.1965,0.1587,0.0289,0.1613,,,,
1.44,0.2288,2.395,,,,,-0.014,0.1569,0.0205,0.1582,,,,
1.44,0.227,2.405,,,,,0.0609,0.1562,0.0423,0.1618,,,,
1.44,0.2253,2.415,,,,,0.2808,0.1555,0.0498,0.1633,,,,
1.44,0.2236,2.425,,,,,0.0103,0.1551,0.0239,0.1569,,,,
1.44,0.222,2.435,,,,,0.0495,0.1536,0.0446,0.1599,,,,
1.44,0.2203,2.445,,,,,0.0466,0.1511,0.0361,0.1554,,,,
1.44,0.2187,2.455,,,,,0.1021,0.1496,0.0205,0.151,,,,
1.44,0.217,2.465,,,,,0.142,0.15,0.0263,0.1523,,,,
1.44,0.2154,2.475,,,,,-0.0003,0.1477,0.0209,0.1492,,,,
1.44,0.2139,2.485,,,,,0.3997,0.1453,0.0461,0.1524,,,,
1.44,0.2123,2.495,,,,,-0.0144,0.1446,0.0184,0.1458,,,,
1.44,0.2107,2.505,,,,,0.0127,0.143,0.0243,0.145,,,,
1.44,0.2092,2.515,,,,,0.2676,0.1419,0.0342,0.146,,,,
1.44,0.2077,2.525,,,,,0.1513,0.1406,0.0272,0.1432,,,,
1.44,0.2062,2.535,,,,,-0.0215,0.1391,0.0423,0.1454,,,,
1.44,0.2047,2.545,,,,,-0.0015,0.1386,0.0249,0.1408,,,,
1.44,0.2032,2.555,,,,,0.0878,0.1375,0.0326,0.1413,,,,
1.44,0.2018,2.565,,,,,0.1074,0.1365,0.0256,0.1389,,,,
1.44,0.2003,2.575,,,,,-0.2421,0.1367,0.0228,0.1386,,,,
1.44,0.1989,2.585,,,,,-0.022,0.1361,0.0201,0.1376,,,,
1.44,0.1975,2.595,,,,,0.0691,0.1354,0.0203,0.1369,,,,
1.44,0.1961,2.605,,,,,0.3242,0.1345,0.0346,0.1389,,,,
1.44,0.1947,2.615,,,,,0.0636,0.1332,0.0258,0.1357,,,,
1.44,0.1933,2.625,,,,,-0.1401,0.1316,0.0288,0.1347,,,,
1.44,0.192,2.635,,,,,0.1515,0.1321,0.0224,0.134,,,,
1.44,0.1906,2.645,,,,,0.1403,0.1301,0.0211,0.1318,,,,
1.44,0.1893,2.655,,,,,0.0865,0.1289,0.0343,0.1334,,,,
1.44,0.188,2.665,,,,,0.2129,0.1279,0.0404,0.1341,,,,
1.44,0.1867,2.675,,,,,0.388,0.1272,0.0501,0.1367,,,,
1.44,0.1854,2.685,,,,,0.0164,0.1269,0.0158,0.1279,,,,
1.44,0.1841,2.695,,,,,0.3111,0.1261,0.0353,0.1309,,,,
1.71,0.8527,1.085,,,,,-0.9213,1.4504,0.907,1.7106,,,,
1.71,0.8435,1.095,,,,,0.5489,1.1432,0.2473,1.1696,,,,
1.71,0.8344,1.105,,,,,1.1483,0.9509,0.2251,0.9772,,,,
1.71,0.8255,1.115,,,,,0.0283,0.8418,0.1625,0.8573,,,,
1.71,0.8167,1.125,,,,,-1.1212,0.7625,0.2123,0.7915,,,,
1.71,0.8079,1.135,,,,,-0.8086,0.7001,0.1907,0.7256,,,,
1.71,0.7993,1.145,,,,,-0.0806,0.6508,0.0734,0.6549,,,,
1.71,0.7908,1.155,,,,,-0.7377,0.6056,0.1273,0.6188,,,,
1.71,0.7824,1.165,,,,,-0.3555,0.5709,0.101,0.5798,,,,
1.71,0.7741,1.175,,,,,-0.8866,0.5413,0.1414,0.5595,,,,
1.71,0.766,1.185,,,,,-0.6306,0.5107,0.1229,0.5253,,,,
1.71,0.7579,1.195,,,,,0.1198,0.4942,0.136,0.5126,,,,
1.71,0.7499,1.205,,,,,0.1676,0.4745,0.0802,0.4812,,,,
1.71,0.742,1.215,,,,,-0.133,0.4538,0.0811,0.461,,,,
1.71,0.7343,1.225,,,,,-0.23,0.4357,0.0513,0.4387,,,,
1.71,0.7266,1.235,,,,,-0.6579,0.4236,0.1408,0.4464,,,,
1.71,0.719,1.245,,,,,-0.0968,0.4175,0.0576,0.4215,,,,
1.71,0.7115,1.255,,,,,0.8014,0.4127,0.0904,0.4225,,,,
1.71,0.7041,1.265,,,,,-0.2941,0.403,0.0546,0.4067,,,,
1.71,0.6968,1.275,,,,,-1.318,0.3996,0.1688,0.4338,,,,
1.71,0.6897,1.285,,,,,0.2051,0.4028,0.0943,0.4137,,,,
1.71,0.6826,1.295,,,,,0.6188,0.4027,0.1026,0.4156,,,,
1.71,0.6755,1.305,,,,,0.4374,0.4054,0.0782,0.4129,,,,
1.71,0.6686,1.315,,,,,0.5372,0.4079,0.0661,0.4132,,,,
1.71,0.6618,1.325,,,,,-0.3051,0.4043,0.1155,0.4205,,,,
1.71,0.655,1.335,,,,,0.2355,0.406,0.1308,0.4265,,,,
1.71,0.6484,1.345,,,,,-0.8623,0.4049,0.0887,0.4145,,,,
1.71,0.6418,1.355,,,,,0.6535,0.4035,0.0861,0.4126,,,,
1.71,0.6353,1.365,,,,,0.4637,0.4074,0.0824,0.4156,,,,
1.71,0.6289,1.375,,,,,-0.2644,0.4031,0.1027,0.416,,,,
1.71,0.6226,1.385,,,,,0.0287,0.4,0.0683,0.4058,,,,
1.71,0.6164,1.395,,,,,-0.108,0.3998,0.1087,0.4143,,,,
1.71,0.6102,1.405,,,,,0.203,0.3991,0.0599,0.4036,,,,
1.71,0.6041,1.415,,,,,0.2415,0.3921,0.0492,0.3952,,,,
1.71,0.5981,1.425,,,,,1.064,0.3909,0.115,0.4075,,,,
1.71,0.5922,1.435,,,,,0.5334,0.3837,0.0689,0.3898,,,,
1.71,0.5864,1.445,,,,,-0.3169,0.3728,0.1046,0.3872,,,,
1.71,0.5806,1.455,,,,,0.17,0.3644,0.0631,0.3698,,,,
1.71,0.5749,1.465,,,,,0.2391,0.3625,0.0681,0.3688,,,,
1.71,0.5693,1.475,,,,,0.1799,0.3684,0.0704,0.3751,,,,
1.71,0.5637,1.485,,,,,0.7039,0.375,0.1343,0.3983,,,,
1.71,0.5582,1.495,,,,,0.5351,0.3661,0.0927,0.3777,,,,
1.71,0.5528,1.505,,,,,0.0175,0.3424,0.106,0.3584,,,,
1.71,0.5475,1.515,,,,,0.44,0.3283,0.0925,0.3411,,,,
1.71,0.5422,1.525,,,,,0.2208,0.3146,0.051,0.3187,,,,
1.71,0.537,1.535,,,,,0.1223,0.3074,0.0519,0.3118,,,,
1.71,0.5318,1.545,,,,,0.029,0.3005,0.0925,0.3144,,,,
1.71,0.5268,1.555,,,,,0.3234,0.2935,0.0569,0.299,,,,
1.71,0.5217,1.565,,,,,0.5261,0.2933,0.0696,0.3014,,,,
1.71,0.5168,1.575,,,,,0.3421,0.2921,0.0639,0.299,,,,
1.71,0.5119,1.585,,,,,-0.0618,0.2868,0.0733,0.296,,,,
1.71,0.5071,1.595,,,,,0.6822,0.2841,0.1396,0.3165,,,,
1.71,0.5023,1.605,,,,,0.4289,0.2784,0.0721,0.2876,,,,
1.71,0.4976,1.615,,,,,0.4166,0.2759,0.0466,0.2798,,,,
1.71,0.493,1.625,,,,,-0.3555,0.2723,0.0747,0.2824,,,,
1.71,0.4884,1.635,,,,,0.3891,0.2691,0.0553,0.2747,,,,
1.71,0.4838,1.645,,,,,0.7677,0.2641,0.1009,0.2827,,,,
1.71,0.4794,1.655,,,,,0.2033,0.2656,0.0418,0.2689,,,,
1.71,0.4749,1.665,,,,,0.5721,0.2611,0.1044,0.2812,,,,
1.71,0.4706,1.675,,,,,0.4382,0.2649,0.0631,0.2723,,,,
1.71,0.4663,1.685,,,,,0.1102,0.2645,0.0511,0.2694,,,,
1.71,0.462,1.695,,,,,0.2705,0.2678,0.0483,0.2721,,,,
1.71,0.4578,1.705,,,,,0.1783,0.2621,0.0807,0.2742,,,,
1.71,0.4536,1.715,,,,,0.2713,0.2546,0.0485,0.2592,,,,
1.71,0.4495,1.725,,,,,-0.2275,0.2481,0.0603,0.2553,,,,
1.71,0.4455,1.735,,,,,0.1992,0.2418,0.0357,0.2444,,,,
1.71,0.4415,1.745,,,,,0.6539,0.2387,0.0752,0.2503,,,,
1.71,0.4375,1.755,,,,,-0.2629,0.2358,0.0413,0.2394,,,,
1.71,0.4336,1.765,,,,,0.4909,0.2375,0.0701,0.2476,,,,
1.71,0.4298,1.775,,,,,0.2741,0.2355,0.0428,0.2394,,,,
1.71,0.426,1.785,,,,,0.393,0.2326,0.0673,0.2421,,,,
1.71,0.4222,1.795,,,,,0.2906,0.2309,0.0577,0.238,,,,
1.71,0.4185,1.805,,,,,0.5215,0.231,0.1029,0.2529,,,,
1.71,0.4148,1.815,,,,,0.2317,0.2318,0.0283,0.2335,,,,
1.71,0.4112,1.825,,,,,0.3809,0.2311,0.0658,0.2403,,,,
1.71,0.4076,1.835,,,,,0.62,0.226,0.0722,0.2373,,,,
1.71,0.404,1.845,,,,,0.1202,0.2267,0.0287,0.2285,,,,
1.71,0.4005,1.855,,,,,0.6881,0.2225,0.0792,0.2362,,,,
1.71,0.3971,1.865,,,,,0.2208,0.2171,0.0381,0.2204,,,,
1.71,0.3937,1.875,,,,,0.4754,0.2144,0.0509,0.2204,,,,
1.71,0.3903,1.885,,,,,0.1077,0.2083,0.0404,0.2122,,,,
1.71,0.3869,1.895,,,,,0.0862,0.2056,0.0444,0.2103,,,,
1.71,0.3836,1.905,,,,,0.2576,0.203,0.0334,0.2057,,,,
1.71,0.3804,1.915,,,,,0.0986,0.2002,0.027,0.202,,,,
1.71,0.3772,1.925,,,,,0.1027,0.1993,0.0546,0.2066,,,,
1.71,0.374,1.935,,,,,0.2075,0.1966,0.0358,0.1998,,,,
1.71,0.3708,1.945,,,,,0.1485,0.195,0.0242,0.1965,,,,
1.71,0.3677,1.955,,,,,0.2584,0.1945,0.045,0.1996,,,,
1.71,0.3646,1.965,,,,,0.4602,0.1946,0.0588,0.2033,,,,
1.71,0.3616,1.975,,,,,0.5132,0.1917,0.0522,0.1987,,,,
1.71,0.3586,1.985,,,,,0.2023,0.1912,0.0375,0.1948,,,,
1.71,0.3556,1.995,,,,,0.3508,0.1924,0.0416,0.1968,,,,
1.71,0.3527,2.005,,,,,0.116,0.1915,0.0754,0.2058,,,,
1.71,0.3498,2.015,,,,,0.1384,0.1903,0.0276,0.1923,,,,
1.71,0.3469,2.025,,,,,-0.0733,0.1893,0.057,0.1977,,,,
1.71,0.3441,2.035,,,,,0.2684,0.1897,0.0416,0.1942,,,,
1.71,0.3413,2.045,,,,,0.1114,0.1908,0.0276,0.1928,,,,
1.71,0.3385,2.055,,,,,0.5416,0.1912,0.0513,0.198,,,,
1.71,0.3358,2.065,,,,,0.3673,0.1917,0.0439,0.1967,,,,
1.71,0.3331,2.075,,,,,0.3648,0.1934,0.0494,0.1996,,,,
1.71,0.3304,2.085,,,,,0.2629,0.1919,0.0413,0.1963,,,,
1.71,0.3278,2.095,,,,,0.6609,0.1924,0.0805,0.2086,,,,
1.71,0.3251,2.105,,,,,0.4523,0.1916,0.0618,0.2013,,,,
1.71,0.3226,2.115,,,,,-0.0971,0.1921,0.0266,0.1939,,,,
1.71,0.32,2.125,,,,,0.2231,0.19,0.0354,0.1933,,,,
1.71,0.3175,2.135,,,,,0.0638,0.1882,0.0434,0.1931,,,,
1.71,0.315,2.145,,,,,0.2525,0.1865,0.0344,0.1896,,,,
1.71,0.3125,2.155,,,,,0.27,0.1857,0.0396,0.1899,,,,
1.71,0.31,2.165,,,,,-0.0868,0.1847,0.0494,0.1912,,,,
1.71,0.3076,2.175,,,,,0.0113,0.1835,0.034,0.1866,,,,
1.71,0.3052,2.185,,,,,0.2926,0.182,0.0457,0.1876,,,,
1.71,0.3029,2.195,,,,,0.0901,0.1819,0.0286,0.1841,,,,
1.71,0.3005,2.205,,,,,-0.0369,0.1796,0.0389,0.1838,,,,
1.71,0.2982,2.215,,,,,0.5241,0.1785,0.0582,0.1877,,,,
1.71,0.2959,2.225,,,,,0.5695,0.177,0.0742,0.1919,,,,
1.71,0.2936,2.235,,,,,0.3379,0.1771,0.0568,0.186,,,,
1.71,0.2914,2.245,,,,,0.0633,0.1742,0.0368,0.178,,,,
1.71,0.2892,2.255,,,,,0.3574,0.1719,0.0369,0.1758,,,,
1.71,0.287,2.265,,,,,0.1586,0.1704,0.0455,0.1764,,,,
1.71,0.2848,2.275,,,,,0.3429,0.1673,0.0415,0.1724,,,,
1.71,0.2827,2.285,,,,,0.2271,0.1651,0.0255,0.1671,,,,
1.71,0.2805,2.295,,,,,0.2881,0.1639,0.0374,0.1681,,,,
1.71,0.2784,2.305,,,,,0.3444,0.1624,0.0372,0.1666,,,,
1.71,0.2764,2.315,,,,,0.0548,0.1613,0.0265,0.1635,,,,
1.71,0.2743,2.325,,,,,-0.0913,0.1603,0.025,0.1622,,,,
1.71,0.2723,2.335,,,,,0.2848,0.1598,0.0405,0.1649,,,,
1.71,0.2703,2.345,,,,,0.1817,0.1582,0.0623,0.17,,,,
1.71,0.2683,2.355,,,,,0.1702,0.1577,0.031,0.1607,,,,
1.71,0.2663,2.365,,,,,0.2265,0.1563,0.0343,0.16,,,,
1.71,0.2643,2.375,,,,,0.1617,0.1547,0.0567,0.1648,,,,
1.71,0.2624,2.385,,,,,0.4076,0.1543,0.0643,0.1672,,,,
1.71,0.2605,2.395,,,,,-0.0629,0.1518,0.0288,0.1545,,,,
